0.707873, 0.377794, 0.316596
0.714251, 0.375546, 0.31638
0.709719, 0.372772, 0.317696
0.719296, 0.373757, 0.316554
0.723779, 0.375111, 0.316262
0.722775, 0.372818, 0.317246
0.727752, 0.374177, 0.317436
0.704828, 0.373515, 0.318272
0.719891, 0.376607, 0.315838
0.727699, 0.377761, 0.316167
0.73099, 0.376417, 0.317
0.712241, 0.378563, 0.315925
0.716056, 0.379563, 0.315649
0.723895, 0.377734, 0.31566
0.701551, 0.377206, 0.318001
0.704022, 0.381375, 0.316453
0.721142, 0.380632, 0.315454
0.725461, 0.381259, 0.315548
0.7316, 0.380277, 0.317088
0.707092, 0.382904, 0.315807
0.71157, 0.382636, 0.315606
0.728775, 0.382445, 0.316041
0.704923, 0.386154, 0.315891
0.717305, 0.385485, 0.315385
0.722762, 0.385738, 0.315419
0.731015, 0.384155, 0.316849
0.726486, 0.386244, 0.315676
0.700588, 0.384157, 0.317067
0.709069, 0.387344, 0.315463
0.729315, 0.38776, 0.316435
0.731729, 0.387343, 0.317459
0.701247, 0.390027, 0.316725
0.703309, 0.389058, 0.316117
0.712972, 0.387832, 0.31534
0.720187, 0.390849, 0.315446
0.723994, 0.391065, 0.315684
0.708096, 0.392483, 0.315716
0.715837, 0.391351, 0.315367
0.726743, 0.390955, 0.316024
0.704066, 0.392628, 0.316162
0.711849, 0.391286, 0.315376
0.728327, 0.392881, 0.316712
0.703135, 0.394367, 0.31672
0.700774, 0.392631, 0.317339
0.721354, 0.394802, 0.315726
0.718223, 0.394651, 0.315525
0.724315, 0.396998, 0.316561
0.71424, 0.395083, 0.315565
0.706932, 0.396542, 0.31631
0.705509, 0.397916, 0.316942
0.713061, 0.398745, 0.316152
0.71851, 0.397623, 0.315897
0.709739, 0.400594, 0.316873
0.718821, 0.400775, 0.316556
0.71543, 0.402959, 0.317054
0.721945, 0.403988, 0.31785
0.715348, 0.371935, 0.317368
0.719191, 0.371982, 0.317237
0.725221, 0.371896, 0.319049
0.733935, 0.38484, 0.318633
0.698498, 0.388558, 0.317716
0.731692, 0.392225, 0.318024
0.729122, 0.396438, 0.317672
0.703105, 0.396189, 0.317301
0.70624, 0.400574, 0.317727
0.711933, 0.403557, 0.317511
0.716436, 0.406198, 0.318085
0.71634, 0.365965, 0.319505
0.712199, 0.36585, 0.319877
0.714673, 0.367875, 0.318944
0.717616, 0.368389, 0.318744
0.720428, 0.367431, 0.319432
0.707524, 0.36618, 0.320591
0.711472, 0.369148, 0.318799
0.720402, 0.370499, 0.318201
0.723199, 0.369871, 0.319405
0.723632, 0.368155, 0.320548
0.70577, 0.369664, 0.319536
0.71617, 0.369864, 0.318174
0.7253, 0.370461, 0.320746
0.731147, 0.372245, 0.31963
0.732215, 0.372893, 0.318745
0.732942, 0.370228, 0.321044
0.700352, 0.371138, 0.320281
0.717787, 0.371099, 0.317613
0.730234, 0.373245, 0.318527
0.730114, 0.37258, 0.31965
0.734362, 0.372556, 0.319451
0.733335, 0.374127, 0.318189
0.727209, 0.371968, 0.321816
0.73134, 0.374369, 0.317573
0.73555, 0.375122, 0.319308
0.72868, 0.372649, 0.319926
0.733063, 0.375489, 0.31767
0.697528, 0.374964, 0.319813
0.733854, 0.377723, 0.318088
0.69712, 0.379585, 0.318827
0.734876, 0.380985, 0.318945
0.693314, 0.382823, 0.319747
0.696807, 0.383983, 0.318301
0.695304, 0.387397, 0.31874
0.733652, 0.389032, 0.318755
0.692426, 0.387435, 0.31958
0.737675, 0.389585, 0.321353
0.697549, 0.39239, 0.318362
0.693986, 0.392712, 0.318995
0.699575, 0.392776, 0.317907
